year,total_imports,intra_africa_imports,intra_africa_share_pct,avg_hhi,avg_cr3
2019,161952435.07141873,9762098.105167832,6.0277562982383595,0.21810305628544416,0.6018949471263736
2020,138718411.80421782,6946061.721682102,5.0073105879308395,0.21679606523778483,0.6007875253944855
2021,166392334.97413066,8684325.04651676,5.219185756283141,0.2159809876132626,0.5996189022997309
2022,187324175.079962,9824070.388709,5.244422074468207,0.22114320782626118,0.6072412640874357
2023,187235160.647871,9141407.948206,4.882313725998315,0.2298398945294527,0.612495739944491
