year,partner_iso3,partner_name,total_value,global_share_pct
2021,SHN,SHN,3026.0185553931187,2.4474440502386202e-5
2021,AIA,AIA,2546.053260361195,2.059248081131518e-5
2021,BES,BES,2531.8442614249275,2.047755841652538e-5
2021,ATF,ATF,2520.2940849048546,2.0384140579569697e-5
2021,PCN,PCN,2164.1125911848126,1.750334437276332e-5
2021,TON,Tonga,1849.6154853134503,1.4959691528301051e-5
2021,MNP,Northern Mariana Islands,1593.3671144698785,1.2887154499449408e-5
2021,SPM,SPM,1229.3145332407435,9.942696930558173e-6
2021,HMD,HMD,1140.14161340697,9.221466283440673e-6
2021,IOT,IOT,1015.7961161862069,8.215759802214607e-6
2021,NFK,NFK,780.5126110994793,6.312786624414677e-6
2021,WLF,WLF,343.7829808831008,2.78051702503964e-6
2021,SGS,SGS,321.57320497539,2.6008843396895064e-6
2021,ESH,ESH,285.87377227951,2.312147299420185e-6
2021,BVT,BVT,78.0185209874725,6.310138603046344e-7
2021,BAT,BAT,2.57848375,2.085477863751773e-8
2022,CHN,China,2328545309.451863,17.815393261731515
2022,DEU,Germany,1165617934.1651201,8.917989186547961
2022,USA,United States,1124736124.8576295,8.605207851734466
2022,JPN,Japan,587136896.1678799,4.492107008287288
2022,KOR,South Korea,499650059.9072542,3.822756754770144
2022,MEX,Mexico,479807512.7180705,3.6709440414616
2022,ITA,Italy,441049203.6810585,3.374409327341464
2022,FRA,France,415522335.13786006,3.1791066205435206
2022,VNM,Vietnam,365160253.2018768,2.793792969343711
2022,NLD,Netherlands,343046210.8597665,2.6246013460018323
2022,CAN,Canada,337382901.2348395,2.581272110482351
2022,CHE,Switzerland,315535173.29632604,2.4141180235423123
2022,BEL,Belgium,298964356.16548127,2.287336885698046
2022,GBR,United Kingdom,268878708.2921355,2.0571555590895447
2022,ESP,Spain,248804819.37956405,1.9035728807460617
2022,IND,India,234339651.27061644,1.7929017860450436
2022,MYS,Malaysia,218800752.74426514,1.674015721437499
2022,THA,Thailand,215597075.29391047,1.6495048075076153
2022,IRL,Ireland,215139688.78165182,1.6460054035855942
2022,POL,Poland,211090386.82254308,1.6150247279920391
2022,CZE,Czechia,155283007.87614027,1.1880498270524122
2022,AUT,Austria,146282635.29924554,1.1191891627103348
2022,SGP,Singapore,142119137.31414887,1.0873347883729143
2022,SWE,Sweden,135593617.74307573,1.037408898194226
2022,TUR,Turkey,135146729.76067203,1.0339898171404254
2022,IDN,Indonesia,127683684.01574613,0.9768910377709806
2022,RUS,Russia,103429837.80902109,0.7913280570858096
2022,HUN,Hungary,101866627.78433043,0.7793681432170514
2022,BRA,Brazil,98223448.76341806,0.7514946606968756
2022,ZAF,South Africa,89238730.50549151,0.6827537654859939
2022,SVK,Slovakia,80217539.61997394,0.6137338230084838
2022,ARE,United Arab Emirates,77031176.904694,0.5893553818345848
2022,PHL,Philippines,75377129.62039363,0.5767004840648493
2022,DNK,Denmark,73280684.58753052,0.5606608594286202
2022,FIN,Finland,67003474.9946848,0.5126347561662427
2022,ROM,ROM,66546778.24091231,0.5091406294954894
2022,PRT,Portugal,60869729.15231574,0.4657062751503252
2022,BGD,Bangladesh,60176026.00451018,0.46039884379612644
2022,ISR,Israel,60050992.39449921,0.45944222812528784
2022,HKG,Hong Kong,58862124.43378623,0.4503463560499618
2022,AUS,Australia,55626215.492287025,0.4255888432294223
2022,SAU,Saudi Arabia,46778466.195634834,0.3578958794888232
2022,CHL,Chile,45284795.52654133,0.3464680020644932
2022,SVN,Slovenia,36175965.99403277,0.2767775478495765
2022,NOR,Norway,34700137.39613131,0.2654861777603625
2022,MAR,Morocco,29807501.414720025,0.22805326471309256
2022,KHM,Cambodia,28166470.561517425,0.21549795394212842
2022,BGR,Bulgaria,25104336.067160178,0.19206996651330335
2022,PAK,Pakistan,23063162.674463328,0.17645321791121701
2022,KAZ,Kazakhstan,22393739.239988655,0.17133154744366116
2022,EGY,Egypt,19614272.398549754,0.15006621297188613
2022,LTU,Lithuania,18455144.7648447,0.1411978802187404
2022,ARG,Argentina,18145582.460616574,0.1388294598292183
2022,MMR,MMR,16973734.22304118,0.12986380341242862
2022,OMN,Oman,16093440.065218972,0.12312878883317652
2022,LUX,Luxembourg,15575132.406223988,0.1191632852468466
2022,PER,Peru,15460494.851303516,0.1182862084233115
2022,TUN,Tunisia,15304699.081861533,0.11709423552510051
2022,GRC,Greece,14883881.36139523,0.11387461460933772
2022,NZL,New Zealand,13690622.185684592,0.10474514592682416
2022,CRI,Costa Rica,13640200.250602884,0.10435937434709501
2022,QAT,Qatar,13118636.658256242,0.10036896004382163
2022,SER,SER,12752894.128557181,0.09757071215374166
2022,UKR,Ukraine,12565058.280611856,0.096133604837764855
2022,EST,Estonia,11685693.060706627,0.08940569744008209
2022,HRV,Croatia,11439054.682423057,0.08751869971462584
2022,COL,Colombia,10706210.56914334,0.0819118059923403
2022,LKA,Sri Lanka,10007638.861565555,0.07656712592899759
2022,BHR,Bahrain,9121351.649084888,0.06978625927843467
2022,JOR,Jordan,8743082.911520315,0.0668921750229224
2022,UZB,Uzbekistan,8741313.502773372,0.06687863750980655
2022,IRN,Iran,8734702.327105857,0.0668280562761234
2022,DOM,Dominican Republic,8695746.393988347,0.06653000956621011
2022,LVA,Latvia,8563161.810944147,0.06551562239590801
2022,TTO,Trinidad and Tobago,7855215.208313318,0.06009921624612004
2022,ZMB,Zambia,7328751.156356348,0.056071309172245704
2022,MKD,North Macedonia,6700044.909215153,0.05126116053847728
2022,HND,Honduras,5988486.774516616,0.045817123032837054
2022,GHA,Ghana,5817336.306563267,0.0445076733600557
2022,NIC,Nicaragua,5599782.477477476,0.04284319768718539
2022,DZA,Algeria,5176041.881996408,0.039601214239917804
2022,BIH,Bosnia and Herzegovina,4844892.477215805,0.0370676337892357
2022,URY,Uruguay,4734197.2817623075,0.03622071943838181
2022,BLR,Belarus,4393242.616683248,0.03361212023348368
2022,BOL,Bolivia,4326379.135322636,0.03310055655016065
2022,LAO,Laos,4175914.781742715,0.031949373612032844
2022,ISL,Iceland,4051780.609782863,0.030999639423177933
