year,global_avg_hhi,global_avg_cr3,global_avg_lpi,africa_avg_hhi,africa_avg_cr3,africa_avg_lpi,hhi_gap,cr3_gap,lpi_gap
2019,0.15735223580958616,0.5328252504675832,3.4676475359967553,0.21763845464269227,0.6015269858185767,2.713366600133067,0.060286218833106114,0.06870173535099344,-0.7542809358636884
2020,0.15843083180798068,0.5353771519915894,3.5829594222113674,0.2164124881270548,0.6003775063333997,2.7782454171343063,0.05798165631907412,0.06500035434181028,-0.8047140050770611
2021,0.1574272351559477,0.534467680041135,3.557654306827678,0.21544643786791356,0.5990150629003834,2.713537057522124,0.05801920271196587,0.06454738285924844,-0.8441172493055538
2022,0.15814583823931758,0.5355734170018427,3.5851579260041584,0.22066032957546083,0.6067379561311402,2.7086202109938924,0.06251449133614326,0.07116453912929754,-0.876537715010266
2023,0.15860415885236248,0.5344717615268398,3.5822001051110233,0.22925220657787057,0.6118640505263413,2.7042290995658873,0.07064804772550809,0.07739228899950146,-0.877971005545136
